Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"B Gonzalez-Santamarina, A Busch…","Draft genome sequence of multi-resistant Salmonella enterica subsp. enterica serovar Rissen strain 19CS0416 isolated from Vietnam reveals mcr-1 plasmid …",2020,"Journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7425045/","https://scholar.google.com/scholar?cites=9224964492641516849&as_sdt=2005&sciodt=2007&hl=en",30,"2022-06-30 09:39:10","HTML","","","",,,,,2,1.00,1,3,2,"We report the first draft genome sequence of a Salmonella strain with plasmid-mediated resistance to colistin encoded by mcr-1 gene in Vietnam. Salmonella enterica subsp. enterica …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7425045/","https://scholar.google.com/scholar?q=related:MT19gVSoBYAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
30,"S Deinhardt-Emmer, S Böttcher, C Häring…","SARS-CoV-2 causes severe epithelial inflammation and barrier dysfunction",2021,"Journal of …","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/JVI.00110-21","https://scholar.google.com/scholar?cites=15690857091629542028&as_sdt=2005&sciodt=2007&hl=en",133,"2022-06-30 09:39:10","","10.1128/JVI.00110-21","","",,,,,30,30.00,8,4,1,"Infections with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) can be asymptomatic, but they can also be accompanied by a variety of symptoms that result in mild to …","https://journals.asm.org/doi/pdf/10.1128/JVI.00110-21","https://scholar.google.com/scholar?q=related:jGr_H2QfwdkJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
13,"M Gilaberte Basset, A Hochrainer…","Video‐Rate Imaging with Undetected Photons",2021,"Laser & Photonics …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202000327","https://scholar.google.com/scholar?cites=2283807660748491251&as_sdt=2005&sciodt=2007&hl=en",45,"2022-06-30 09:39:10","","10.1002/lpor.202000327","","",,,,,13,13.00,4,3,1,"Imaging and microscopy are some of the most important tools in modern life science for getting new insights into metabolisms or unravelling bio‐chemical processes. However, in …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/lpor.202000327","https://scholar.google.com/scholar?q=related:88k6ove2sR8J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
6,"S Austermeier, M Pekmezović, P Porschitz, S Lee…","Albumin Neutralizes Hydrophobic Toxins and Modulates Candida albicans Pathogenicity",2021,"MBio","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/mBio.00531-21","https://scholar.google.com/scholar?cites=9395019306425157357&as_sdt=2005&sciodt=2007&hl=en",145,"2022-06-30 09:39:10","","10.1128/mBio.00531-21","","",,,,,6,6.00,1,5,1,"Albumin is abundant in serum but is also excreted at mucosal surfaces and enters tissues when inflammation increases vascular permeability. Host-associated opportunistic pathogens …","https://journals.asm.org/doi/pdf/10.1128/mBio.00531-21","https://scholar.google.com/scholar?q=related:7YZoQUjQYYIJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
10,"R Murphy, R Benndorf, ZW De Beer, J Vollmers…","Comparative Genomics Reveals Prophylactic and Catabolic Capabilities of Actinobacteria within the Fungus-Farming Termite Symbiosis",2021,"MSphere","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/mSphere.01233-20","https://scholar.google.com/scholar?cites=6357513979403470828&as_sdt=2005&sciodt=2007&hl=en",15,"2022-06-30 09:39:10","","10.1128/mSphere.01233-20","","",,,,,10,10.00,2,5,1,"Actinobacteria, one of the largest bacterial phyla, are ubiquitous in many of Earth’s ecosystems and often act as defensive symbionts with animal hosts. Members of the phylum have …","https://journals.asm.org/doi/pdf/10.1128/mSphere.01233-20","https://scholar.google.com/scholar?q=related:7Ifs3EdtOlgJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"N Meyer, A Rydzyk, G Pohnert","Pronounced Uptake and Metabolism of Organic Substrates by Diatoms Revealed by Pulse-Labeling Metabolomics. Front",2022,"Mar. Sci","pure.mpg.de","https://pure.mpg.de/rest/items/item_3378776_1/component/file_3378777/content?download=true","",177,"2022-06-30 09:39:10","PDF","","","",,,,,0,0.00,0,3,1,"Diatoms contribute as a dominant group of microalgae to approximately 20% of the global carbon fixation. In the plankton, these photosynthetic algae are exposed to a plethora of …","https://pure.mpg.de/rest/items/item_3378776_1/component/file_3378777/content?download=true","https://scholar.google.com/scholar?q=related:T2Zsm4zYKeEJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
3,"S Fenizia, J Weissflog, G Pohnert","Cysteinolic acid is a widely distributed compatible solute of marine microalgae",2021,"Marine Drugs","mdpi.com","https://www.mdpi.com/1382670","https://scholar.google.com/scholar?cites=9279658511461083944&as_sdt=2005&sciodt=2007&hl=en",3,"2022-06-30 09:39:10","","","","",,,,,3,3.00,1,3,1,"Phytoplankton rely on bioactive zwitterionic and highly polar small metabolites with osmoregulatory properties to compensate changes in the salinity of the surrounding seawater. …","https://www.mdpi.com/1660-3397/19/12/683/htm","https://scholar.google.com/scholar?q=related:KGuRHED4x4AJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"S Siscar-Lewin, T Gabaldón, AM Aldejohann, O Kurzai…","Transient mitochondria dysfunction confers fungal cross-resistance against phagocytic killing and fluconazole",2021,"Mbio","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/mBio.01128-21","https://scholar.google.com/scholar?cites=5443647092927312997&as_sdt=2005&sciodt=2007&hl=en",56,"2022-06-30 09:39:10","","10.1128/mBio.01128-21","","",,,,,5,5.00,1,5,1,"Loss or inactivation of antivirulence genes is an adaptive strategy in pathogen evolution. Candida glabrata is an important opportunistic pathogen related to baker’s yeast, with the …","https://journals.asm.org/doi/pdf/10.1128/mBio.01128-21","https://scholar.google.com/scholar?q=related:ZTSFeDC4i0sJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"LD Halder, S Babych, DI Palme…","Candida albicans Induces Cross-Kingdom miRNA Trafficking in Human Monocytes To Promote Fungal Growth",2022,"Mbio","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/mbio.03563-21","https://scholar.google.com/scholar?cites=15577652077241471971&as_sdt=2005&sciodt=2007&hl=en",124,"2022-06-30 09:39:10","","10.1128/mbio.03563-21","","",,,,,1,1.00,0,4,1,"In response to infections, human immune cells release extracellular vesicles (EVs) that carry a situationally adapted cocktail of proteins and nucleic acids, including microRNAs (miRNAs…","https://journals.asm.org/doi/pdf/10.1128/mbio.03563-21","https://scholar.google.com/scholar?q=related:45OawgfwLtgJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"JP Richardson, R Brown, N Kichik, S Lee, E Priest…","Candidalysins Are a New Family of Cytolytic Fungal Peptide Toxins",2022,"Mbio","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/mbio.03510-21","",137,"2022-06-30 09:39:10","","10.1128/mbio.03510-21","","",,,,,0,0.00,0,6,1,"Candidalysin is the first cytolytic peptide toxin identified in any human fungal pathogen. Candidalysin is secreted by Candida albicans and is critical for driving infection and host …","https://journals.asm.org/doi/pdf/10.1128/mbio.03510-21","https://scholar.google.com/scholar?q=related:WlmYCzqjZ2EJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"S Bühler, J Rödel, B Löffler, M Bauer…","Draft Genome Sequence of Persistent Klebsiella grimontii AT013-Mero-001, Isolated from Human Feces",2021,"Microbiology Resource …","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/mra.00054-21","",59,"2022-06-30 09:39:10","","10.1128/mra.00054-21","","",,,,,0,0.00,0,5,1,"Here, we report the draft genome sequence of Klebsiella grimontii AT013-Mero-001, which was isolated from feces from a sepsis patient treated with meropenem. This isolate is an …","https://journals.asm.org/doi/pdf/10.1128/MRA.00054-21","https://scholar.google.com/scholar?q=related:8SOrpJuyt2YJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"P Geesink, M Taubert, N Jehmlich…","Bacterial Necromass Is Rapidly Metabolized by Heterotrophic Bacteria and Supports Multiple Trophic Levels of the Groundwater Microbiome",2022,"Microbiology …","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/spectrum.00437-22","",76,"2022-06-30 09:39:10","","10.1128/spectrum.00437-22","","",,,,,0,0.00,0,4,1,"… 390713860. Climate chambers for incubation under controlled temperature conditions and the infrastructure for MiSeq (Illumina) sequencing were financially supported by the …","https://journals.asm.org/doi/pdf/10.1128/spectrum.00437-22",""
43,"J Chen, SE McIlroy, A Archana, DM Baker…","A pollution gradient contributes to the taxonomic, functional, and resistome diversity of microbial communities in marine sediments",2019,"Microbiome","Springer","https://link.springer.com/article/10.1186/s40168-019-0714-6","https://scholar.google.com/scholar?cites=3810815530731423904&as_sdt=2005&sciodt=2007&hl=en",130,"2022-06-30 09:39:10","HTML","10.1186/s40168-019-0714-6","","",,,,,43,14.33,9,5,3,"Coastal marine environments are one of the most productive ecosystems on Earth. However, anthropogenic impacts exert significant pressure on coastal marine biodiversity, …","https://link.springer.com/article/10.1186/s40168-019-0714-6","https://scholar.google.com/scholar?q=related:oMjJ3Yi84jQJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
22,"SB Haange, N Jehmlich, U Krügel, C Hintschich…","Gastric bypass surgery in a rat model alters the community structure and functional composition of the intestinal microbiota independently of weight loss",2020,"Microbiome","Springer","https://link.springer.com/article/10.1186/s40168-020-0788-1","https://scholar.google.com/scholar?cites=16072425277456550494&as_sdt=2005&sciodt=2007&hl=en",155,"2022-06-30 09:39:10","HTML","10.1186/s40168-020-0788-1","","",,,,,22,11.00,4,5,2,"Roux-en-Y gastric bypass (RYGB) surgery is a last-resort treatment to induce substantial and sustained weight loss in cases of severe obesity. This anatomical rearrangement affects …","https://link.springer.com/article/10.1186/s40168-020-0788-1","https://scholar.google.com/scholar?q=related:XorObaK5DN8J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
7,"E Schicke, Z Cseresnyés, K Rennert, V Vau, KF Haupt…","Staphylococcus aureus Lung Infection Results in Down-Regulation of Surfactant Protein-A Mainly Caused by Pro-Inflammatory Macrophages",2020,"Microorganisms","mdpi.com","https://www.mdpi.com/692806","https://scholar.google.com/scholar?cites=4888208705707413052&as_sdt=2005&sciodt=2007&hl=en",31,"2022-06-30 09:39:10","","","","",,,,,7,3.50,1,6,2,"Pneumonia is the leading cause of hospitalization worldwide. Besides viruses, bacterial co-infections dramatically exacerbate infection. In general, surfactant protein-A (SP-A) …","https://www.mdpi.com/2076-2607/8/4/577/pdf","https://scholar.google.com/scholar?q=related:PI6pQ-tn1kMJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"M Harpke, S Pietschmann, FS Costa, C Gansert…","Biomineralization by extremely halophilic and metal-tolerant community members from a sulfate-dominated metal-rich environment",2021,"Microorganisms","mdpi.com","https://www.mdpi.com/2076-2607/10/1/79","https://scholar.google.com/scholar?cites=8196508226472774318&as_sdt=2005&sciodt=2007&hl=en",38,"2022-06-30 09:39:10","","","","",,,,,2,2.00,0,5,1,"The adaptation to adverse environmental conditions can lead to adapted microbial communities that may be screened for mechanisms involved in halophily and, in this case, metal …","https://www.mdpi.com/2076-2607/10/1/79/pdf","https://scholar.google.com/scholar?q=related:rgp6Fc7Yv3EJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"JJ Wilden, ER Hrincius, S Niemann, Y Boergeling…","Impact of Staphylococcus aureus Small Colony Variants on Human Lung Epithelial Cells with Subsequent Influenza Virus Infection",2020,"Microorganisms","mdpi.com","https://www.mdpi.com/924570","https://scholar.google.com/scholar?cites=15308218840681399727&as_sdt=2005&sciodt=2007&hl=en",40,"2022-06-30 09:39:10","","","","",,,,,1,0.50,0,5,2,"Human beings are exposed to microorganisms every day. Among those, diverse commensals and potential pathogens including Staphylococcus aureus (S. aureus) compose a …","https://www.mdpi.com/2076-2607/8/12/1998/htm","https://scholar.google.com/scholar?q=related:r8XB3u23cdQJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"Q Li, RE Cooper, CE Wegner, M Taubert, N Jehmlich…","Insights into Autotrophic Activities and Carbon Flow in Iron-Rich Pelagic Aggregates (Iron Snow)",2021,"Microorganisms","mdpi.com","https://www.mdpi.com/1161820","",112,"2022-06-30 09:39:10","","","","",,,,,0,0.00,0,6,1,"Pelagic aggregates function as biological carbon pumps for transporting fixed organic carbon to sediments. In iron-rich (ferruginous) lakes, photoferrotrophic and chemolithoautotrophic …","https://www.mdpi.com/2076-2607/9/7/1368/pdf","https://scholar.google.com/scholar?q=related:l1iUTpq2kioJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"T Mayer, A Mari, J Almario…","Obtaining deeper insights into microbiome diversity using a simple method to block host and nontargets in amplicon sequencing",2021,"Molecular Ecology …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.13408","https://scholar.google.com/scholar?cites=8449367634538689149&as_sdt=2005&sciodt=2007&hl=en",102,"2022-06-30 09:39:10","","10.1111/1755-0998.13408","","",,,,,4,4.00,1,4,1,"Profiling diverse microbiomes is revolutionizing our understanding of biological mechanisms and ecologically relevant problems, including metaorganism (host + microbiome) assembly…","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1755-0998.13408","https://scholar.google.com/scholar?q=related:fXJc0RgvQnUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"FS Costa, F Langenhorst, E Kothe","Biomineralization of Nickel Struvite Linked to Metal Resistance in Streptomyces mirabilis",2022,"Molecules","mdpi.com","https://www.mdpi.com/1420-3049/27/10/3061","",17,"2022-06-30 09:39:10","","","","",,,,,0,0.00,0,3,1,"Biomineral formation is a common trait and prominent for soil Actinobacteria, including the genus Streptomyces. We investigated the formation of nickel-containing biominerals in the …","https://www.mdpi.com/1420-3049/27/10/3061/pdf?version=1652182990","https://scholar.google.com/scholar?q=related:sJl4FX0Tbm4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"S Previti, R Ettari, C Di Chio, R Ravichandran…","Development of Reduced Peptide Bond Pseudopeptide Michael Acceptors for the Treatment of Human African Trypanosomiasis",2022,"Molecules","mdpi.com","https://www.mdpi.com/1420-3049/27/12/3765","",62,"2022-06-30 09:39:10","","","","",,,,,0,0.00,0,5,1,"Human African Trypanosomiasis (HAT) is an endemic protozoan disease widespread in the sub-Saharan region that is caused by T. b. gambiense and T. b. rhodesiense. The …","https://www.mdpi.com/1420-3049/27/12/3765/pdf?version=1655113724",""
1,"NB Kreuzenbeck, E Seibel, JW Schwitalla, J Fricke…","Comparative Genomic and Metabolomic Analysis of Termitomyces Species Provides Insights into the Terpenome of the Fungal Cultivar and the Characteristic Odor of the …",2022,"Msystems","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/msystems.01214-21","https://scholar.google.com/scholar?cites=4940852843504124728&as_sdt=2005&sciodt=2007&hl=en",11,"2022-06-30 09:39:10","","10.1128/msystems.01214-21","","",,,,,1,1.00,0,5,1,"Macrotermitinae termites have domesticated fungi of the genus Termitomyces as food for their colony, analogously to human farmers growing crops. Termites propagate the fungus by …","https://journals.asm.org/doi/pdf/10.1128/msystems.01214-21","https://scholar.google.com/scholar?q=related:OMOKwHtvkUQJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"C Der Sarkissian, IM Velsko, AK Fotakis, ÅJ Vågene…","Ancient Metagenomic Studies: Considerations for the Wider Scientific Community",2021,"Msystems","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/msystems.01315-21","",127,"2022-06-30 09:39:10","","10.1128/msystems.01315-21","","",,,,,0,0.00,0,5,1,"Like modern metagenomics, ancient metagenomics is a highly data-rich discipline, with the added challenge that the DNA of interest is degraded and, depending on the sample type, in …","https://journals.asm.org/doi/pdf/10.1128/msystems.01315-21","https://scholar.google.com/scholar?q=related:Ht804c_tvfQJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"S Schmidt, S Kildgaard, H Guo…","The chemical ecology of the fungus-farming termite symbiosis",2022,"Natural Product …","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2022/np/d1np00022e","https://scholar.google.com/scholar?cites=14929576013151852035&as_sdt=2005&sciodt=2007&hl=en",24,"2022-06-30 09:39:10","HTML","","","",,,,,5,5.00,1,4,1,"Covering: September 1972 to December 2020 Explorations of complex symbioses have often elucidated a plethora of previously undescribed chemical compounds that may serve …","https://pubs.rsc.org/en/content/articlehtml/2022/np/d1np00022e","https://scholar.google.com/scholar?q=related:A9Ybn0iCMM8J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
17,"M Gressler, NA Löhr, T Schäfer, S Lawrinowitz…","Mind the mushroom: natural product biosynthetic genes and enzymes of Basidiomycota",2021,"Natural Product …","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2021/xx/d0np00077a","https://scholar.google.com/scholar?cites=6984534681615725569&as_sdt=2005&sciodt=2007&hl=en",169,"2022-06-30 09:39:10","HTML","","","",,,,,17,17.00,3,5,1,"Covering: up to September 2020 Mushroom-forming fungi of the division Basidiomycota have traditionally been recognised as prolific producers of structurally diverse and often …","https://pubs.rsc.org/en/content/articlehtml/2021/xx/d0np00077a","https://scholar.google.com/scholar?q=related:AfQZi0kN7mAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
56,"MC Wibowo, Z Yang, M Borry, A Hübner, KD Huang…","Reconstruction of ancient microbial genomes from the human gut",2021,"Nature","nature.com","https://www.nature.com/articles/s41586-021-03532-0","https://scholar.google.com/scholar?cites=125538792372652483&as_sdt=2005&sciodt=2007&hl=en",109,"2022-06-30 09:39:10","HTML","","","",,,,,56,56.00,9,6,1,"Loss of gut microbial diversity 1 – 6 in industrial populations is associated with chronic diseases 7 , underscoring the importance of studying our ancestral gut microbiome. However, …","https://www.nature.com/articles/s41586-021-03532-0","https://scholar.google.com/scholar?q=related:w0nn1N0AvgEJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"XV Li, I Leonardi, GG Putzel, A Semon, WD Fiers…","Immune regulation by fungal strain diversity in inflammatory bowel disease",2022,"Nature","nature.com","https://www.nature.com/articles/s41586-022-04502-w","https://scholar.google.com/scholar?cites=6296975857987131882&as_sdt=2005&sciodt=2007&hl=en",152,"2022-06-30 09:39:10","HTML","","","",,,,,4,4.00,1,6,1,"The fungal microbiota (mycobiota) is an integral part of the complex multikingdom microbial community colonizing the mammalian gastrointestinal tract and has an important role in …","https://www.nature.com/articles/s41586-022-04502-w","https://scholar.google.com/scholar?q=related:6pmIFi5aY1cJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
62,"B Diederich, R Lachmann, S Carlstedt…","A versatile and customizable low-cost 3D-printed open standard for microscopic imaging",2020,"Nature …","nature.com","https://www.nature.com/articles/s41467-020-19447-9","https://scholar.google.com/scholar?cites=17205472274774500706&as_sdt=2005&sciodt=2007&hl=en",71,"2022-06-30 09:39:10","HTML","","","",,,,,62,31.00,16,4,2,"Modern microscopes used for biological imaging often present themselves as black boxes whose precise operating principle remains unknown, and whose optical resolution and price …","https://www.nature.com/articles/s41467-020-19447-9","https://scholar.google.com/scholar?q=related:YiXEGuAdxu4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
12,"M Vallet, TUH Baumeister, F Kaftan, V Grabe…","The oomycete Lagenisma coscinodisci hijacks host alkaloid synthesis during infection of a marine diatom",2019,"Nature …","nature.com","https://www.nature.com/articles/s41467-019-12908-w","https://scholar.google.com/scholar?cites=11181258268386252025&as_sdt=2005&sciodt=2007&hl=en",95,"2022-06-30 09:39:10","HTML","","","",,,,,12,4.00,2,5,3,"Flagellated oomycetes frequently infect unicellular algae, thus limiting their proliferation. Here we show that the marine oomycete Lagenisma coscinodisci rewires the metabolome of the …","https://www.nature.com/articles/s41467-019-12908-w","https://scholar.google.com/scholar?q=related:-dQPfSfPK5sJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
6,"N Neubacher, NJ Tobias, M Huber, X Cai, T Glatter…","Symbiosis, virulence and natural-product biosynthesis in entomopathogenic bacteria are regulated by a small RNA",2020,"Nature …","nature.com","https://www.nature.com/articles/s41564-020-00797-5","https://scholar.google.com/scholar?cites=7885547234730746596&as_sdt=2005&sciodt=2007&hl=en",139,"2022-06-30 09:39:10","","","","",,,,,6,3.00,1,6,2,"Photorhabdus and Xenorhabdus species have mutualistic associations with nematodes and an entomopathogenic stage 1 , 2 in their life cycles. In both stages, numerous specialized …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610847/","https://scholar.google.com/scholar?q=related:5KKwOW4Xb20J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"R Alonso-Roman, A Last, MH Mirhakkak…","Lactobacillus rhamnosus colonisation antagonizes Candida albicans by forcing metabolic adaptations that compromise pathogenicity",2022,"Nature …","nature.com","https://www.nature.com/articles/s41467-022-30661-5","",156,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,4,1,"Intestinal microbiota dysbiosis can initiate overgrowth of commensal Candida species – a major predisposing factor for disseminated candidiasis. Commensal bacteria such as …","https://www.nature.com/articles/s41467-022-30661-5","https://scholar.google.com/scholar?q=related:ekzVZjVGXeoJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
12,"AE Barber, T Sae-Ong, K Kang, B Seelbinder, J Li…","Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection",2021,"Nature …","nature.com","https://www.nature.com/articles/s41564-021-00993-x","https://scholar.google.com/scholar?cites=3024762197777546452&as_sdt=2005&sciodt=2007&hl=en",170,"2022-06-30 09:39:10","HTML","","","",,,,,12,12.00,2,6,1,"Aspergillus fumigatus is an environmental saprobe and opportunistic human fungal pathogen. Despite an estimated annual occurrence of more than 300,000 cases of invasive disease …","https://www.nature.com/articles/s41564-021-00993-x","https://scholar.google.com/scholar?q=related:1HyPaDEd-ikJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
35,"AJ Russo, SO Vasudevan, SP Méndez-Huergo…","Intracellular immune sensing promotes inflammation via gasdermin D–driven release of a lectin alarmin",2021,"Nature …","nature.com","https://www.nature.com/articles/s41590-020-00844-7","https://scholar.google.com/scholar?cites=3593943670173412057&as_sdt=2005&sciodt=2007&hl=en",176,"2022-06-30 09:39:10","HTML","","","",,,,,35,35.00,9,4,1,"Inflammatory caspase sensing of cytosolic lipopolysaccharide (LPS) triggers pyroptosis and the concurrent release of damage-associated molecular patterns (DAMPs). Collectively, …","https://www.nature.com/articles/s41590-020-00844-7","https://scholar.google.com/scholar?q=related:2Spz-7lA4DEJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
12,"V Nozari, C Calahoo, JM Tuffnell, DA Keen…","Ionic liquid facilitated melting of the metal-organic framework ZIF-8",2021,"Nature …","nature.com","https://www.nature.com/articles/s41467-021-25970-0","https://scholar.google.com/scholar?cites=10857730032279928961&as_sdt=2005&sciodt=2007&hl=en",181,"2022-06-30 09:39:10","HTML","","","",,,,,12,12.00,2,5,1,"Hybrid glasses from melt-quenched metal-organic frameworks (MOFs) have been emerging as a new class of materials, which combine the functional properties of crystalline MOFs …","https://www.nature.com/articles/s41467-021-25970-0","https://scholar.google.com/scholar?q=related:gcAiCfBnrpYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
94,"E Cirri, G Pohnert","Algae− bacteria interactions that balance the planktonic microbiome",2019,"New Phytologist","Wiley Online Library","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.15765","https://scholar.google.com/scholar?cites=3880857765696019058&as_sdt=2005&sciodt=2007&hl=en",35,"2022-06-30 09:39:10","","10.1111/nph.15765","","",,,,,94,31.33,47,2,3,"Phytoplankton communities within the photic zones of the oceans and lakes are characterised by highly complex assemblages of unicellular microalgae and associated bacteria. The …","https://nph.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.15765","https://scholar.google.com/scholar?q=related:cpoghJOT2zUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"AV Singh, T Pertsch","Spatio-temporal propagation dynamics of Airy plasmon pulses",2022,"Optics Express","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=oe-30-1-484","",146,"2022-06-30 09:39:10","","","","",,,,,0,0.00,0,2,1,"We investigate numerically the evolution of a particular type of non-diffracting pulsed plasmonic beam called Airy plasmon pulses. A suitable diffraction grating is obtained by optimizing …","https://opg.optica.org/viewmedia.cfm?uri=oe-30-1-484&seq=0&html=true","https://scholar.google.com/scholar?q=related:mmBiM69r93EJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"BN Tugchin, N Janunts, M Steinert, S Fasold…","Experimental observation of the short-range surface plasmon polariton mode and its longitudinal adiabatic compression in a metallic wedge",2021,"Optics …","opg.optica.org","https://opg.optica.org/abstract.cfm?uri=oe-29-23-37161","",153,"2022-06-30 09:39:10","","","","",,,,,0,0.00,0,5,1,"In this study, we explore analytically and experimentally long- and short-range surface plasmon polariton (LR-SPP and SR-SPP, respectively) modes in gold wedges. Especially, we aim …","https://opg.optica.org/oe/fulltext.cfm?uri=oe-29-23-37161","https://scholar.google.com/scholar?q=related:OC9tAJ53weoJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"F Küllmer, L Gregor, HD Arndt","Systematic modifications of substitution patterns for property tuning of photoswitchable asymmetric azobenzenes",2022,"Organic & Biomolecular Chemistry","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2022/ob/d2ob00214k","",22,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,3,1,"Suitable designed photoswitches based on azobenzenes are essential structural features for photopharmacological compounds. Optimized azobenzenes are important for serving as …","https://pubs.rsc.org/en/content/articlehtml/2022/ob/d2ob00214k","https://scholar.google.com/scholar?q=related:iWiMqlTrZuUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"J Ewald, F Rivieccio, L Radosa…","Dynamic optimization reveals alveolar epithelial cells as key mediators of host defense in invasive aspergillosis",2021,"PLoS computational …","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009645","https://scholar.google.com/scholar?cites=12045867902768186452&as_sdt=2005&sciodt=2007&hl=en",48,"2022-06-30 09:39:10","HTML","","","",,,,,5,5.00,1,4,1,"Aspergillus fumigatus is an important human fungal pathogen and its conidia are constantly inhaled by humans. In immunocompromised individuals, conidia can grow out as hyphae …","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009645","https://scholar.google.com/scholar?q=related:VATHKwmFK6cJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
